🔓┃解锁,#genre#
青岛往事,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=153287
精武风云·陈真,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=275265
外乡人,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=273260
火线三兄弟,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=161430
一年一度喜剧大赛第2季,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=252050
寻龙诀,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=259649
新街口,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=49929
爱情片,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=249281
越光宝盒,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=247697
人再囧途之泰囧,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=247663
鬼吹灯之寻龙诀,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=247259
西游·降魔篇,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=49649
时代风尚中国文艺志愿者致敬大国重器特别节目,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=241444
大灌篮,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=228655
记忆大师,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=219194
打开生活的正确方式,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=212298
生存之民工,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=202170
诞生于2020的莫扎特,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=191269
101次求婚2013,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=86702
穿过寒冬拥抱你普通话,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=77847
极限挑战之皇家宝藏,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=77579
痞子英雄2：黎明升起,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=74293
每当变幻时,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61734
疯狂的石头,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=49616
杀生,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=49577
被光抓走的人,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=44628
麦兜响当当,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=44005
高兴,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=44002
蛋炒饭,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=43968
斗牛,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=43888
倔强萝卜,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=43782
心花路放,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=38283
我和我的祖国2019,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=34629
夺冠,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=34612
外太空的莫扎特,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=31244
一出好戏,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=30764
无人区,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=27201
我是狼,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=27194
亲爱的2014,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=27115
穿过寒冬拥抱你普通话版,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=26715
西游记·女儿国,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=3490


▶️┃吴 京,#genre#

我和我的父辈,href=http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325160,<a
乱世桃花,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=115500
特种兵之火凤凰DVD版,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=321897
女人不容易,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=300517
兰桐花开,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=233379
狼牙,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289637
全城戒备,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289185
我的特一营DVD版,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=253872
策马啸西风,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=286763
铁甲舰上的男人们,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=142536
8.13重案组,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=78006
南少林三十六房,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=273903
不二神探,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=272328
黎明破晓前,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=66364
长津湖高清版,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=251993
纯真岁月,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=248681
战狼2,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=248614
流浪地球2,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=247991
流浪地球,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=239354
突击,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=228057
内线前传,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=227252
中国乒乓之绝地反击,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=218270
万里归途,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=205237
我的特一营,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=200212
破戒：一百零八,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=178008
流浪地球：飞跃2020特别版,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=77925
机器侠,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=77918
战狼,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61664
西风烈,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=57963
生死拳,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=46146
新少林寺,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=40404
白雾谜岸,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=38528
双子神偷,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=34747
长津湖之水门桥,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=31148
大话西游3,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=30833
一百零八,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=26647
中华熊猫,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=445
黑拳,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=435
金刚川,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=195



▶️┃徐 峥,#genre#

春娇与志明,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=369523
猎毒人DVD版,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=339697
我和我的父辈,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325160
夜·店,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=293368
幕后玩家,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=258547
人在囧途,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=247674
爱情呼叫转移,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=226666
第三个人,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=221160
您好，北京,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=209779
奇迹·笨小孩,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=204590
火星没事,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=98236
江湖儿女,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=49862
爱情神话,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=49601
港囧,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=49594
搞定岳父大人,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=49563
超时空同居,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=43980
摩登年代,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=43884
我不是药神,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=43862
记忆切割,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=31298
催眠大师,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=3545



▶️┃范 伟,#genre#
星光灿烂2017"><a href="http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=419242

老大的幸福,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=417034

不成问题的问题,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=368884

雷哥老范,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=329459

跟踪孔令学,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325930

看车人的七月,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=325928

耳朵大有福,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=323633

乡亲乡爱,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=318187

立功·东北旧事,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=230437

铁道英雄,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=291102

道士下山,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=289328

小宝和老财,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=288792

大宋提刑官第一部,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=151901

马大帅2,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=285707

马大帅3,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=285673

马大帅1,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=285646

刘老根第三部,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=111684

刘老根,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=111666

刘老根2,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=111644

刘老根第四部,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=125666

乡村爱情2,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=50139

乡村爱情1,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=96936

漫长的季节,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=259389

绝世高手,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=246751

欲念游戏,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=219087

我在时间尽头等你,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=213412

不速来客,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=213020

诞生于2020的莫扎特,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=191269

夜深人不静,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=125662

我和我的家乡,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=77550

一秒钟,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=74038

非诚勿扰,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=61532

父子雄兵,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=49603

有完没完,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=49575

黄金大劫案,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=46216

断·桥,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=45912

一句顶一万句,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=44464

地狱之旅,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=44038

私人订制,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=43942

第一炉香,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=39243

愤怒的小孩,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=38295

两只老虎,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=38194

外太空的莫扎特,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=31244

南京!南京!,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=31126

兔侠传奇,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=27315

长安道,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=27273

求求你表扬我,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=26785

即日启程,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=3321

赛车总动员2普通话版,http://103.45.68.47:666/gy/gy_PuAK/点播.php?id=404





▶️┃春 晚,#genre#
1983年,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5MTRfNDAzMDAxOTlfNjYyNzMxNjcwMjBfMF8z_b_Beb3bda599f76c60c463c433ca7460153.mp4
1984年,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
1985年,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
1986年,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDRfNDAzMDAxOTlfNjYyNzMyNTU0OTRfMF8z_b_B24f7d19f1132fa5d7f502f8377ad5567.mp4
1987年,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDhfNDAzMDAxOTlfNjYyNzMyNjMyMDNfMF8z_b_B570493ed8f7200d4013a66b2d21b2de9.mp4
1988年,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTJfNDAzMDAxOTlfNjYyNzMyNjkxNjBfMF8z_b_B8c835b83a92d25bde81ba22c5cd9521e.mp4
1989年,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
1991年,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjI2MTVfNDAzMDAxOTlfNjYyNzYwNjUxNjVfMF8z_b_B8feb7b85888678d71bf37a259c6850f6.mp4

1992年,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hls15.m3u8

1993年,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYwODJfMF8z_b_B647d10e431b4cc5e48e6c77347d69021.mp4
1994年,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxMjNfMF8z_b_B3dde97f36273f04403d4dc5eec611a35.mp4
1995年,https://txmov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQwNzVfMF8z_b_B811c0dec6b9a3d3074a18522c185010a.mp4
1996年,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
1997年,https://txmov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4

1998年,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hls15.m3u8

1999年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQxNTRfMF8z_b_B0b5e52bc003285ef66ec0cbb2be08556.mp4
2000年,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxMTNfMF8z_b_Bdddf4e7ef0ff6cfd477857bb40e78419.mp4
2001年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMDFfMF8z_b_B70592cb7c4054e9cabb675e849bbf4bd.mp4
2002年,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxNDdfMF8z_b_Ba6271d10b7e6cfae83759033a091f257.mp4
2003年,https://txmov2.a.kwimgs.com/upic/2023/01/14/23/BMjAyMzAxMTQyMzQxNDdfNDAzMDAxOTlfOTM2MTU0MTk1NDFfMF8z_b_B182749d2cd2ea9323639254af385f24b.mp4
2004年,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxOTVfMF8z_b_B86c4430b82ff5a7f4e8132f6ee558536.mp4
2005年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMzhfMF8z_b_B35ad7cc86aec8fc9e5ddfb31fc7bed63.mp4
2006年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyNzlfMF8z_b_Bbc3703fc331dc994c50859c19aad28ff.mp4
2007年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzMjNfMF8z_b_B00b069c7899976459ceeaa99353dfefe.mp4
2008年,https://txmov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzNTNfMF8z_b_Bd7346962e61bd7b84e11a1fa6e4616f9.mp4
2009年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzOTBfMF8z_b_B29a36a85e0277f6c2a1f033ef7c10708.mp4
2010年,https://txmov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ0MjlfMF8z_b_B8818807a00eed329a69fb494f405bd43.mp4
2011年,https://txmov2.a.kwimgs.com/upic/2023/01/16/11/BMjAyMzAxMTYxMTA3MjFfNDAzMDAxOTlfOTM3MjcyMjA3ODhfMF8z_b_B8214200efc869dc6fcf99dad619fa4c1.mp4
2013年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ1NjNfMF8z_b_B4fea55408dca4471a68a963ae096be59.mp4
2014年,https://txmov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTNfNDAzMDAxOTlfOTI4OTY2ODAzNjlfMF8z_b_Bdee65c77f9e7b2120a185c919dad81d2.mp4
2015年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2MTZfMF8z_b_B4851f43f5a2bc2871a9b0ec87294a6e7.mp4
2017年,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2NDhfMF8z_b_B6527b0c2ce3dda1d9b3f34edd4fdb9aa.mp4
2018年,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
2019年,https://txmov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
2020年,https://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
2021年,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
2022年,https://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4

1983年,https://vd2.bdstatic.com/mda-nmgf0aiczefpbjyv/360p/h264/1671273368681637465/mda-nmgf0aiczefpbjyv.mp4
1984年,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
1985年,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
1986年,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hls15.m3u8
1987年,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
1987年,http://50069.njc.svp.tencent-cloud.com/0bc3fuaaiaaavuaibgr5f5rfalodaqwqabaa.f10003.mp4
1988年,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
1989年,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
1991年,https://txmov2.a.kwimgs.com/bs3/video-hls/5210664837540712798_hls15.m3u8

1993年,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hls15.m3u8
1994年,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hls15.m3u8
1995年,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hls15.m3u8
1997年,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hls15.m3u8

1999年,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hls15.m3u8
2000年,https://txmov2.a.kwimgs.com/bs3/video-hls/5216294359327079321_hls15.m3u8
2001年,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hls15.m3u8
2002年,https://txmov2.a.kwimgs.com/bs3/video-hls/5255700858599864364_hls15.m3u8
2004年,https://txmov2.a.kwimgs.com/bs3/video-hls/5223894184413450769_hls15.m3u8
2005年,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hls15.m3u8
2006年,https://txmov2.a.kwimgs.com/bs3/video-hls/5194339310474320155_hls15.m3u8
2007年,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953534755647343_hls15.m3u8
2008年,https://txmov2.a.kwimgs.com/bs3/video-hls/5194902262344826321_hls15.m3u8
2009年,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hls15.m3u8
2014年,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hls15.m3u8
2019年,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hls15.m3u8
2020年,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hls15.m3u8
2020年,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
2021年,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
2022年,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
2023年,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hls15.m3u8

🥼┃测试_5566,#genre#

民視,rtmp://9sv2.mine.nu:1935/sat/tv051
台視,rtmp://9sv2.mine.nu:1935/sat/tv071
中視,rtmp://9sv2.mine.nu:1935/sat/tv091
中視,rtmp://9wv7.mine.nu/sat/tv091
華視,rtmp://9sv2.mine.nu:1935/sat/tv111
年代新闻,http://gwtv.cnv8.tv:8097/niandainews_twn/playlist.m3u8?tid=MBCB9184423891844238&ct=19249&tsum=ac0331d98099429b19c53fe6d20972ec
TVBS,http://gwtv.cnv8.tv:8097/tvbs/playlist.m3u8?tid=MEFE3093330530933305&ct=19249&tsum=ce6b5e9293b3618104ad53084745a223
TVBS新闻,http://gwtv.cnv8.tv:8097/tvbs_n/playlist.m3u8?tid=MA4A2233260122332601&ct=19249&tsum=513a9dcb42fa8b98e1792d513dd3e2ee
TVBS新闻,http://gwtv.cnv8.tv:8097/tvbs_n/playlist.m3u8?tid=MC3C9358473393584733&ct=19193&tsum=38970ab977b9e318cbead37db4134eb8
TVBS新闻,rtmp://9sv2.mine.nu:1935/sat/tv551
三立iNEW+,https://ytm2.yuanhsing.cf/SETLIVE.m3u8
台視新聞,https://ytm2.yuanhsing.cf/ttvnewsview.m3u8
中視新聞,https://ytm2.yuanhsing.cf/twctvnews.m3u8
鏡新聞Mnews,https://ytm2.yuanhsing.cf/mnews.m3u8
寰宇國際新聞,https://ytm2.yuanhsing.cf/GlobalNewsTV.m3u8
中视新闻,http://gwtv.cnv8.tv:8097/ca73a13c37/playlist.m3u8?tid=mee3f06f682eb&ct=18335&tsum=7491cceca17c1e2af05824583855f8bd
中天新闻,https://tv.iill.top/youtube/oIgbl7t0S_w
中天新闻,http://gwtv.cnv8.tv:8097/ctinews/playlist.m3u8?tid=MB0B9546410395464103&ct=19249&tsum=30c62d7eec5ce9a49a64c3fa3ff8a8b7
中天新聞2,https://tv.iill.top/youtube/WPfPjbOLNfE
TVBS新闻,https://tv.iill.top/youtube/m_dhMSvUCIc
东森新闻,http://gwtv.cnv8.tv:8097/ettvnews/playlist.m3u8?tid=m1785954e5a67&ct=18336&tsum=ce82c650c85a63fe1ead9e30f2d4bfb4
